ID,Predicted
109213f455e1cdd,2
cb629701b853ec0,1
b3d95bf55288126,0
65ac4d5a19ddcb6,1
9f0dcfa1de04e2d,0
5c3db2def6ffd3d,1
ac484e16e9d84d3,0
1a719bd6a92c6f3,0
f3e7b8929e3cd72,2
42d90c02994adc7,0
ba7339fab7b1602,1
7e9f4fdd7e3bf98,0
af65effd81acd0b,0
90ab7c04aa68294,0
788cf817c94b533,2
ccd4d1dfb851659,0
a1a04b10a5fdc7f,0
e9dc37e41e4315f,1
f270aa973acf1c2,1
d8153963f46f277,0
e734c8d2dcbee40,1
9e5164a8edaf7b6,2
c8107b6f9385daf,1
098f9366c418d60,0
dcbb083be6888d8,1
18ea78984a416b5,2
f4d40357da0d7f7,0
a53a20b701e68ae,0
59defad87cb905b,0
7c74afff3d91202,0
5ae1ebbb08726c6,1
a319b2e38cedc8c,0
805b93785e62a54,1
6dc9f94265b2888,2
2ca7df28fd937c8,2
7093277ca80a6fe,2
44d35e98ffe43c9,1
ad472c82a25374d,1
631ed54842e5646,0
f363cda81da43ba,0
4df9d4a61bf00a6,2
21fed450ed7291c,1
af6a662cbbab820,0
1e77deb778b7cb4,2
f2f4af7265b20fb,0
689d5b03719f0a2,0
042a102ad16e277,0
1958942acc0bc58,0
7fe2f11e579a077,0
02f24e94dad1b4a,0
6364217dc892707,1
f9227cb6a237b26,0
af896bfc203afc4,0
02dff6efc05943a,0
ab45b3089dbe872,0
0e45536031a50cc,1
ad4f9f595a3f3d2,0
b646f6f53b3018e,1
530e1aa199c9301,1
2fc1d72d900dfa2,0
ed872974c363d69,1
d315a95e257972b,1
df6336c3a3bfdde,0
fcd69cd59956bca,0
989165f260d48ea,1
31e921a43c79a8d,0
dbe26e52d224635,1
3c4bd639e23835d,0
02302926dfe6e93,1
608c4cbf2e7b688,1
94672f5774164b5,0
7e5ce97fbce39ff,1
664e568c7436d6a,1
42585bb0482d60d,0
eb9d1d6dc9b718b,0
fd08c0c296e45ea,2
dde4fac1161fec9,1
fc8fe61470f5684,0
2dc274bcde2cd04,1
613e6d070550ef0,1
3407f748f8700bc,0
73983edca9e41c4,0
d5c39ec524b8537,2
a79b9067a4dddce,2
d23fc58092f0746,0
9d6dea2f7b45598,1
db286dd1acd1bdc,0
af9314b0d449174,2
f14596b7879f316,1
9567cfe158054da,0
c015106eb1ead7c,1
cb34fc516a2c2ec,0
8d98461a3256e56,0
a844e85514ad601,0
8b0f41576c813fc,2
f2961fc3c6bcce7,1
1c3cf9dcfecc040,1
c27a4ecc4f0f559,1
a1d2db871131f99,0
804b2bf99b9d1f0,0
355d6256c0ff817,0
f01611473b2db0e,1
cd9f0f65f160db6,0
3262926d8c31d2a,1
3f22283eceb6015,2
2cb74bba54a5900,1
d47f94b08b2cad2,0
17d83929ed66dcf,1
ec6ca2ae574f1ea,1
c32d720053d6ee5,0
d96d2954fac60ae,1
250018f97732dcf,0
87316276ecd5f8f,0
47651d314a05d02,0
704a2586b69ddac,1
b4711eddee1f20f,1
c9b0175a834ec29,1
ab1f2f10ed7a6dc,0
da81c64b35854a9,1
9fbd414f8aa92bb,2
99443a90b2c27f5,0
c5aa23a40d0a085,1
05739bfb3bf73cd,1
d8c8e5a50a15f9b,1
93b74b8fb473768,1
0a2f2d57fc746a4,0
e53c0fc2f5d4c27,0
b0d40a08144412f,0
f4605d83c55903f,0
75b798e0fcb3df9,0
75c2f0a785f3e6b,1
f8422d11fbde776,1
8998c799a66145d,0
768ecf43f484dd4,1
586971dbca32157,1
7f1a3963eaa65e1,2
962f5d168175863,1
64e6175c92d9265,1
c5e4765a94ffd4e,1
8c5f97e90bd0558,0
c7e09603b4c035c,1
59f29fdf3751018,2
ec6db5401608f31,0
256eaf907cb7c18,0
05f193326a8d1d8,0
7ea17ba0158c11c,0
6dbe6473320b1f9,1
ba19c1af4034090,1
ca30d6b63ea1e8e,1
f01ec7244f4f977,1
4a53250bf8e644a,0
cd2d574a90ff387,0
b54ca89b040a73c,1
e20e42801bb3969,0
a099a98e813cb3d,0
7d6081e0ae28284,0
a92cca4ee59060c,1
0afa99ee6593c9e,0
e6a6959a2de3262,0
4c8e48d40c85ab5,1
fd0b09966a97869,0
23e1c2bea44e397,0
6b548a7aa6aaff5,0
0d06ffe1cf6a55d,1
8610ed89566e130,2
70d9419ff844fd8,2
ee4a4a839b39906,1
abc2b0844070340,2
4383657220e627b,0
d5c9627618bd305,0
19d75e095d230ba,0
daa408e311b530a,0
5fd064e18d6b9a0,0
912f35e05aa0ccc,0
9ef3449f5c2ea8c,0
f46b66188b6ad9d,1
63bec5efa45484b,1
d5ae9dd1b135162,2
268b5052de77058,0
fc99d02096e3868,1
bb2dda7a0d10579,0
3977748facdfdf2,0
9fef2891bb21fb2,0
dd3795ae14f30fe,2
04f9c6a863979f6,0
54c55eb04b0e70d,1
f89fd4e48b81121,0
890ca04b3189afd,2
f27b2d70b3118ef,1
a0e2bfcebfe0555,1
31ae2754181b33f,1
f1f48cd809e068d,0
69bb3a13cf1496f,0
0b805d0b5fb04c3,0
4994a9b7d304f94,0
8eb1e0147f2f8e1,2
45f89581106a9e6,0
27fd594da926814,0
2bf1e73583f9087,0
ae88759f33ea3b9,0
72eb899739122f2,0
efe3b84d1a7c0b6,1
2e85f9793e9753e,1
8668fe3f0d81301,0
6d254d3327560f0,0
6fc3ea3c7e86b81,1
f828a416ecfcef6,2
b19e4944e0b1ebd,0
8b007681711f36a,2
2d105d32366b96b,0
f21100a72ac6fe4,0
58131a24d31dd15,1
0ffdd6d070b0af5,1
c6afa8b89766550,0
0749a3d18848115,2
6faadf106210428,0
e2deb04d38dbf25,2
4606723b6e42023,2
4d2dc9665913e4f,0
a42268b572935f4,0
3a450d80d63b32d,2
c373f30f0f1d794,1
d99c77327f2a5d3,2
5ffe0ef3631bbd3,2
fcabbc49d8b1a4d,1
4f77be3a8cc2030,2
fab9b3f53ef3d99,0
89128e3ffc53286,1
57c3f7c4afe0133,0
ca506c381b61c12,0
a165a489c7b9efd,0
bdda9def6300776,1
9cbd2d4df58bc55,2
1ca9efa1901f4fb,0
d3923f502950042,0
d8b1ea1183ea598,0
5b93260718d2f08,1
c77e3b2fe5fdb64,0
afc1bcd73ac39c0,2
a88d722bd22cfd5,1
ea1af17388b5fe4,0
d90b4209427df53,0
d9c65d4b4ad73d0,0
885905c887a37f6,1
b41d6b401dd8dd3,2
2346934a50da377,0
17f60f1a3475019,1
01b3116e431f0bd,1
e0439fc2a6acda8,0
b08987dce909b5d,2
c9d9cdc8f8c8a60,0
5ced4d33806b436,1
f19c3defb58b483,2
b654a2c11ea59f2,2
c6c8e8d82ff4d05,2
5e9892ae1980125,0
4e7c9663d54689d,2
15ef2bbd629290e,1
1a77e839b452743,2
280fe5cd6c4f749,0
46a4b90c1570a41,1
ff0e41b6a846630,1
de7b02d98221e6f,1
ecbd24517ec9453,0
5133662fdcbd21e,1
92bde90bdbd7f25,0
2220af8188a923a,0
5f69ac9b04aef0a,1
e5eb8c694b86ef1,1
6b39c2ba8885a93,0
a024588248431ca,1
a1a0ecebbfb4fd0,1
09ea53831928283,0
c62a485f7fb2c3d,1
f64e52eaae81a1c,0
1ac41cf2163e3c3,0
6d1ed030defa531,1
c20b7929566f4af,1
487c2b658c66f78,1
0ee4d21a3899d7d,1
c478ca181be208f,0
c074e7348fac428,1
a31d5c8bb594aa3,1
e5a83292351d280,0
800b08417e5f9e7,0
0c667b8d915f91f,0
20854bbded72a26,0
fe6c6b3f5e55564,0
50e782748b875c3,1
664ca95ddf3b260,1
17c8ef1b2b2e4a9,0
b486d9cbff99547,0
abd848bb06c11c9,1
4b6147957878046,1
f4827e4b1927933,1
be1984c50a58e68,0
7f221f043dc40e3,1
d74eda85c9b2c9f,1
c207d9e55791a47,1
3bfc49d6db89b11,2
4832415d1ade651,1
c2877c77fe0171a,2
57aaaae09ad30c9,1
8e71981178f42e2,1
1fb21ad3fe5f1b0,0
522b560b1b393b9,0
a45e648ace6891b,2
e1172bb11777f60,0
dd1b9f1fa4e6ccf,2
c762614f004070a,1
9029fd1e22e1081,1
fcd4a4d715c36e6,2
241ab79980fdb34,2
842bad59b5b4ff4,0
451872f96ade083,0
3de4a8f032f4793,1
bbf6eadbfef16de,0
c087b3a5df68a6a,0
75747b912b96249,0
fd2b0da3c25f3d8,1
613bf4b7d5b2caa,2
fab308ac0acfe18,1
3bc13f7d0b345a1,2
e0738388fbd76ce,1
e1ce17e5ae5432f,0
1d7669b577db155,0
a0a5e4f712fefd3,0
60ab5d9d7ada1bb,0
5b8ad4aab27a417,2
03e7935c422d74e,2
f003ff1a0255fbf,0
418532ca74d9c05,0
556c6b96a6f6291,1
4f020dde194faa9,1
54f6b32fdc6b4a3,1
402bd0b03a73837,2
6c345e96b57dfde,2
4d2f1977740550d,0
4dfa75027dc4fa5,2
ed4fbe3908fe46e,0
c10e59196937cc1,0
9bb3ee76986abbc,1
65126027d7c7eee,1
cfa55a1f702a4f5,2
63f0e62717dfd6d,0
7d91daf8a2b9f13,0
a9485b8d07dd9fd,1
4c14022ba63610a,2
05cd3aaaa72d016,1
740b08f9a737d91,0
3af1da90ae9d04d,1
dba8f4aee87a4c6,1
13a714fbb46caa9,0
785b171c4ca9966,1
f97c0b9e8a4ac27,1
4e3248ea150230b,0
c697da996085863,1
ab3e618eb0ece0a,1
c4a986bca218f7e,1
10b67fc0fdb0813,1
0d53e8aec55da13,0
f893b656d9ea3b0,0
a655c27efac4287,2
d9dcc80b3f541de,0
3a2c06cf9203aa3,0
39e14acf7ae7fca,1
0f5b50461509005,0
3963cf528ebcb6e,1
f3f87d31574da5b,0
a1ef550001242a2,1
50a50f14161fd08,2
d8df697cc0529ad,0
9dcd7017910a253,1
fd2a8e6b5ea6f6d,2
29d4179e697c91d,1
24b753163790bb3,1
d3a4703ef17e180,1
519f935d6ded3cc,0
84d19e3a73cee27,0
619b0ba4b8d6092,1
ef5124f849e8f74,0
c010b3e87aaacbf,0
75a9544c59b608d,2
22c4f3d9a3d378b,0
d87e7c78db3f5bc,0
65db1fac17414fc,0
3cc4ab65a89766f,1
aa00b9a807d3dca,0
2e66ff13a3d5962,1
5efa00ba89faf39,0
e028d583b53177a,2
d076b85fc853b88,0
717c19c3113c416,0
99841efa9e2a4cc,1
72fc10cd994bd0f,0
fc36ee5e203e634,0
c1d068b23e0321b,1
4461aeb474739ef,1
a98ae7d43f7856c,1
3c85b50fb99a2de,0
0a7b2856072aecf,1
d5317b104c0084e,2
ba1b2d039f12124,1
d7029be164a164e,2
c0b59e3214da2d3,0
6c25ff364e88b01,0
2c45693b9bc826f,1
d1b4b8cb80c041f,0
8562d78d9b550a8,0
a61c9e7eb33ebe3,0
33670dd6e8c8e22,1
793a3f0349c6aa2,1
d6546c845c51e13,0
e7195ad3b78ccf8,1
ffd8524e7bfa72a,1
b3cf84674c87124,0
0e9793d04361e6b,0
b9c3717c6a16fed,2
476d0af163ba471,0
fec9dc9588a4fe0,0
4c2569ef24739ac,0
cb470adfd379f08,0
4e53a7b41f22fd1,0
7d120105ab2c0a7,1
b509ab4bb366936,0
8f4a1fcbcf4a939,0
3d36e55cb632ab8,1
07effe135640308,0
a08ccc09113f8e3,0
3f1d95921097cb5,0
ab65559d454e43d,0
4b74b7ea9cc3348,0
e5f99b67cf58abd,1
a4c237803d379c9,0
0e82ba9c1a6308d,1
ff2bf8b2d099412,0
8fbafe385f754ed,1
ae90d7552c560a4,2
21c403dfea03c1b,0
73445bc9b5c24c7,0
34a1d7e87b37ecb,0
15ae9c5c4a8a60d,2
acf63dba6e7dd02,2
ae5b1811ec975c9,0
8d3084e28f834ce,1
1e31ced4a6b3ce6,1
9f96ddadfc5afd8,0
2999be05ed37fae,2
4fda0e912e28cb2,2
15aeeed632f8241,1
22c0a1558ec05b5,2
d56503475442f44,0
1862916498b0da5,0
45069f7dee3cb42,0
5265ffbd48192c2,1
2b75b608564e0d3,0
eced2f09a7bdb5d,1
0be35c4464e2bec,0
1384ddc8da8587e,2
fc2e1ca10ad993e,0
8c5b7a89057a0a4,2
35260a31a2e0c4e,0
18c578f933fe352,2
004cb8bd28af311,0
c2a459ff2601c42,0
8c86d52d0275b1d,1
08539c4d5b11592,0
3800d5db1e07de6,0
d0ee6e97e0a052f,2
c7fc9718305b9ce,0
8b4029149c82928,0
6f293f1b0dd4036,1
eccdff2326e3f48,2
a05d00ab56cbe01,1
3b9286cdb23e3bc,1
e17a884324282f3,0
e34c6364e54dea7,0
06eebabdc3baae0,1
a2d0c461f273bcf,1
85e24fa06cf7b8b,1
d706fcfac680cbe,0
00b43becacd02ae,1
2ef68ca6dfa47c4,2
e9fd0c296b0071d,1
ae7d8ace5c9eeb6,2
44b9bd565a42562,0
5e190d5dacc997c,0
cc19947a2b947f0,0
3fc259558e4b06f,0
75c134be9747eaf,0
d18c211a82c056f,0
4cb7f68c9cd850b,0
b6de59dc43f7a89,1
4d28a1b6c92b43f,1
2e8bcb4be13d2f8,0
bad72e3c5e9bfaf,1
a0c80051e18cd52,0
9036bbb3a91e2a8,2
4b09a1048dbec61,1
fff739928769ad3,2
905be41ea76c05e,1
6b8cde446edc34d,2
262b06e4cc75427,1
78c5bc1dbbe7cc2,2
c9a477b2972ff37,0
8873db44ce403e6,0
d3837c3e3c58bf8,1
6a435351b4c2e19,2
cfb1149aae9b2ec,1
7c0d6ed84cf7d6d,2
ce215fbd54bd7a1,1
3b7b3007c58d461,1
66d448a66d518bd,1
557e622974f2625,1
e423de2884711a4,0
f7961f421976ee0,1
0bf55396550a9ad,1
1453e6be652f975,0
fa4b934fbb88f7d,2
dba757dee5f9d1b,2
797403b3eeb566f,2
3dd6a1c50efc167,0
2671d4628ec479e,2
60047ce241e5dc5,1
e82b7abb8b11152,1
a9e218f9991e424,0
f66bfed74d89a0f,1
bbe9fcf7f9c8640,0
259cfc050c680d7,1
a9e1abfe7d462cf,0
876fce5c7df667e,2
272b270f0c8a78d,0
856b8dbf6c7c109,1
ca3ccc93ddf67a5,1
38a15db552cf1b4,0
03ec0940a864c92,0
311e04f3ac55efb,0
f7ac05686947c54,0
1c7fa982c4efafe,1
89036f3416ad408,0
c2d8feae6c67537,0
f4c576b69d51040,1
62d26203c40c3e0,1
391b56a61970d3e,1
196d4adce4b4aed,1
c5b6daeb57169cd,0
fe9a106c94b4ac3,1
032ca6b9b6e9999,0
572e5f128578bbe,0
7a19d7fc3881084,0
ea2399bbdeeaac7,1
fb0d03d3408cf86,0
dcafa1ab2f77af7,2
2f983d5188269e2,0
4b786f0b3b5ec64,2
b2a9f646906396d,2
c91795039570d51,1
d653594212c5a5d,2
570b52a553bab73,0
78ea7a2e7771066,0
f98666eaee7588c,0
2ead6a1efabef49,2
894ceebdebdef68,1
e31aed970ec05b0,0
b8f4c0107204d4d,0
6ac9bb7e8b70b96,2
a733ca59c6bad6b,0
245f8d567abc33a,2
5b2fa5e5ae7e356,2
af36f4c57ec0ed0,1
f2fdc4506d2f424,0
94a5462ace4d667,1
383881b3aee22da,1
3b53b154df096bb,2
cab952caac38de4,0
50ac595c8095243,0
5895108b574cf07,1
375bdbd463d6916,0
56cc0cf296e8e51,0
c2ab55b41694ce9,1
05a8d99e9536d28,0
aa3de20fbb95c74,1
4f1530d01af9848,0
2560b168b72db45,0
7873ce26732eedb,2
14bb407060da737,0
4df1fa2bedfaacf,0
9df4cf5506dfaa4,2
58163356c367479,1
74064f9c1a2e57c,1
b8b0a909833f52d,0
91098cc85ee81f4,1
2609de50332d623,1
4172da62231fa52,1
cf1395943d94b64,1
f4726694e6c4c7c,1
0efd566fb496e68,0
245b84f60f2755e,1
82313f6b342e7fe,1
7322ca27c4f891b,1
0c0439402ef090a,0
3d67fc0effc90a7,0
196580deb3e5e4e,1
96941d1f8c5c5fb,0
1606d99bbba873f,0
56bbacd5e78ff01,0
3f1a2271bc49125,0
9061a0f522cce72,0
db9e4e2f1d7b63a,2
50f602ca786116b,0
829b9727bad42db,0
bada70877e93bd5,2
a94ffd5577084fe,0
892cdcd37ec1a55,0
2151fb7e451ab4c,0
e1b563d063032ae,0
789ecfdf0aa69ca,2
d6f0224250fad3b,1
5ff01d0327b7405,0
958068c5050e50d,1
c4469d9bad7ae13,0
9deffc1d53070b8,0
baa49b2f215db24,1
14b8f8d9a4afc4e,2
09890e3c7388f9a,1
627869a123b7e0f,0
5cfb55d4fba22f0,2
5e540ecc98d1a7d,0
9461b93b05f34a7,2
9ab04dd006a5fc8,1
116b1d8fba0f70a,0
0ccd691652cef85,2
8e5657bf32d1155,1
45d3308fe510c2b,0
68cf557af06e0ba,2
b35c4f737b36b4e,1
a952c778693aeaf,1
b0124af41d6e868,2
f682442f2bac555,0
eb5c62a8c9a294a,1
09f990338f483c0,1
efafd2b382bbd1a,0
9f76c2bdd407f57,0
d064fac5e51fea3,1
1ff68951e4f65fc,0
8550f46ab4b4f47,1
ad2f3eea1fc3d05,0
25c2edcb3dc4063,1
5a36183fb4e1225,1
4458916d7d743d6,0
620fc882b7b44ab,0
322124f06a1174c,0
16462895fb2c60e,1
a67caabf99d9ec0,0
58cbeaf447f0e86,2
0e1933b145dd7a7,0
96c16a7249ecfa0,0
4678e8748ce56e4,0
be3935174f5d8ec,0
9eb645069a75822,1
992059bc5509ef4,0
0f46e99c70b9d14,1
9176bd3f9dac791,2
f725c1018118ab3,0
91bbfcebb1a50a1,1
b2e2c2a13fda577,0
d52be0ac132bbb3,0
296bb32fb9b755f,1
854f132d85ed83e,1
27df70723746346,2
b63fb95bf320e60,0
b4c48f907645604,1
0a5ccb25e19fcb5,0
3ea177eb296c82e,0
40e06637f81e324,0
a00cb7509375764,1
ba5655f8a3dd7ce,1
2b6392881c11771,2
5d4b7718a50d1c1,1
73206efd2775f7b,0
b36f0e2e80befce,0
72e64bc1c6698fb,0
33afafcae274395,0
e522b46760b37e7,0
6e62910102cfb5b,2
eef3f413c78befc,0
fbcb59b4ee694d4,2
56109678ee8e08e,1
cf48db032c3cc85,1
88a75f1e5424712,1
db567b67c630f7c,0
a3dc612098429a1,0
836010de3871df6,0
7b554f345da9d18,1
cc6e481eb49a31c,1
64c6a4c20d9b29f,0
880fe935a0a9ebd,1
63ba61054babb5a,1
22c5921d2085a73,1
0821ce0bd5d238b,2
58f393e29be0413,0
722d2599d1cdbbf,1
4b4fee043314005,2
c71f585ce161c9d,0
1b70c8e34a7cddd,2
f9625ff5b9fef11,0
96527072cfcfbf1,2
79f50ba40c634cc,1
681f2dfb8aab053,1
2ba0abac0fa791b,1
e8c5e3ed2ce0fd1,0
39ea274355784dc,1
c9ccbf8b14a6a4c,0
2aac5611a316da9,1
4d8b2264717cc20,2
3d7203de02417ec,1
fb21263463e63e9,1
b8df1009509b62e,1
44b19fa4f7a11dd,0
47e945c2eb7f960,1
e87b5b040e350de,1
70e994f9016a034,0
dd4de6ac2a00ce6,0
b07988f10492f18,1
bb53c251e234c15,0
3f33030e18d59fa,1
3bc5a8923d96b59,0
f367a0ba17dc1d7,0
9879e9ffa42608b,1
0dc019bb6aca8f3,0
377e0e4bbc13575,1
4b31adf75e6145d,0
abec59a2844dfec,0
7b659b590ccdeaf,0
4bf24cc7379a9e9,1
1015b0ddacf1195,0
987bddca75a714e,1
59d5c222dea0b26,2
7abce464e4f5ba8,0
3e223da465afac1,1
a60ec8c595f41d4,1
0add639fca225e2,0
142ad0c84ed6a1b,2
eaca4b28738dc76,2
686266352f44685,1
ef1ebd12d895456,0
36ad6152a5d684c,0
87e12080db0b123,1
ea9334fc1a702dd,1
4f164a0a20c6531,1
18b7b2ca69d25b3,0
1e62065cb07447d,2
ba13c98a5432dc7,1
588f2b22c1c8e74,0
77928513ec58840,0
822f7ed727271c2,0
5a72dcc5a32795c,0
e523927c3b23b15,0
0bfdcb876caa375,1
639ac468f8d75bd,0
ee14ef2028b3ef9,1
33943e7f5cde236,0
3d79e061718c320,2
09b70dc8bd9bd59,0
6602b38b2cf8635,0
5374806b4ea5ca9,1
2f0146d2b92d8a6,0
773a72b7ef784a3,0
995b1e529ead975,1
f840c8ca5be2465,2
51a2f81dec51340,1
b5b9c4f18e481b9,0
a00ff73f38a9bd3,0
30a3bc918f9d44d,1
5953bfad29f7058,1
2f01c95732496b8,1
398e9264e638c71,0
41f7f175919dc1f,1
fade9b11ade0952,1
42fb099bdaa0fd3,1
6a8abf09101eadb,0
5ac663a9bfa0578,1
e11f13ed024e4d5,1
085dd5bf481c351,1
d244de1d6bd9ef4,1
51a0c7fdb10bd5f,1
2d5c9aca28e3ce3,0
3af589046c75e17,0
ad065e9a2180a48,1
d3b40cb71913146,0
c9290713e1c278f,0
f218028037eca6c,1
b43759a7c54edd6,0
7cdf5f75c34787c,1
632233a9e581e41,1
10ab4bfe857f953,0
1eb80af86f42c3c,1
61041946f795b94,0
79b0f7aac5272ce,1
72f4b2d657e51ed,0
29a8578020c832a,0
6395d20e75a16fa,1
956f6375fceb56c,2
0163e7d5cc53222,2
28ae468f9bfb921,1
00dec4262cdc060,2
13e4782d0d14498,1
41f6f41c01a743b,2
584eca15137e08c,2
500164033c4fe86,0
635269aa795ef2c,0
cd38d6203777ef2,0
700740162ac97e5,1
09fcda5262a7570,1
5435f8dcfdd0079,0
7512c90e68a2ede,0
34f2ee7f96b0e07,0
e04732fd7ea1692,0
882630360e97997,2
036b9a28a4fe9b7,1
559c161355909cb,0
e1593682809ba07,2
c63c5c84adca5c5,1
7f4242d1abe20fa,0
fe1e56ca7c0e6b0,1
9e0b8df56e68da5,1
104def5fc412b41,2
0a4e829dc1b22b0,0
62a72b44006c892,0
28d7275e40024a4,0
96eb7797e1d1ac0,0
8d83bb2ae33c4fb,0
f40a815a1fa661f,1
91f4b4b50b93af8,1
fc5382c6c30e8ff,1
d8071c5473c962c,0
61a9ebddd3dda14,0
1da145267d1fe57,0
1d6545f38608816,2
4eb869b2fbc64e3,0
a62dccbd2eb6517,1
195b018ab856385,0
c13d39138bb831b,1
d657b7a50256236,0
76d0acbbe9b319f,0
eddf0c9d2816206,2
22bfa60f3a30f04,0
6c2165a79421de5,1
0d341fe8487adc8,1
45598e274a8ad69,0
d849201165783a2,2
f06c41a2ee7320e,2
cd8ef0b31ad309b,1
96ca583b6794878,0
77783db7e577c37,0
024d4f3d1d48f9e,1
b56131c3200bd38,0
e216ef4ec849292,0
0ac1608583ebbc4,1
edc4f70377c8ba9,2
30910bea94f30f9,1
2c1aa4c35ccc546,0
3aecefa8d891c55,0
6aedc9b0215799e,1
5b4f9ab044bdd58,0
668159f7069b2b3,2
05a41a131a63cb1,2
25ccec1ad1cbca5,2
0d8167cbb1b204e,0
a0c5a38f864e421,0
ef7237643568c66,2
079435667648d48,0
3c2f39572933a7c,2
452e8b8e4ccf365,1
90b4b16a32a4e65,0
6d145ed54ba3e76,0
c4899e999cb285a,1
cbde3f7ccc27cf4,0
250913d614a20ad,0
8f491b1229832f3,0
3fa8b83addc0efe,1
9b0005ced1ca9fa,1
bbe38ac09dd0f43,0
177e7f3694d12b5,2
902c80509fd9f0d,2
e8da4af4dab50a4,0
584374e6f5cbe35,0
e728d2065c1dbba,0
6a8366d3d6c874a,0
aca7fcbec556e87,0
f8e23eec3110c01,2
2cacef89b14842a,0
8c1b25ab4366256,1
7f067ee0f14085b,1
621527a28104efb,1
3eb2d2e543be60d,0
350ebda5aa24a5b,0
ca38d46b9ec43bb,0
6adbb79e1a9b749,0
ec44e0baee8cf15,2
ddc430ad4f23638,1
b49684eec0830b2,0
33b660062cdd4bb,1
848f467dcd9cb5e,2
b7fbb4326936389,0
61396517dd8b191,1
1a365051b637e25,0
76e151f5525ea8c,1
9537a9c205adeab,1
5ae73e7309642cb,1
63c1d334e6d1f76,1
58595da5ee92659,0
6ebd40c49dc8114,0
4a1ba715afcde93,1
8291c30a2f041e6,1
d2c617cabec44d0,0
0fd5b70b674158a,0
3ce88dadd40f0c3,1
0965daa27945157,0
3e03d1ad98ab0b5,0
a3fc753e04027c6,0
4f4b02665d8523a,0
d7e249de05c6d59,0
8aa4d19c4b75d6e,1
60a37e7c0b51f2d,0
7c64a80e3637817,2
6f8ee63b059607a,0
dc719c7b7a1931b,0
82421c2497c897c,0
db00e31d1fe991f,1
4498d33d57b0464,0
af7d01a7a577d09,1
526a2d94a19a46b,0
5f37c34d3b6bc4f,0
5bbad67ac30dde5,1
6da3860debba97c,0
118380bd8b81bfb,1
efd9b44e18af868,0
8e135d608010879,0
adc0a537c16ad41,0
3e7573969c6c1a9,0
668228165e52345,0
ed26ec5236ff24f,1
54de61264bc5a5e,1
ab16d489d9e61fc,0
c3a1917a6428e6a,0
77de69461caecca,2
0404b2094efb516,0
7be11eb4c97135c,0
574f0777b010bf5,1
5c8871071e953f5,0
f5a9a348a63b888,0
3d8f1ad2b72dc51,0
daf3a5caede18ef,1
8edcbb2bb637efe,0
127f9adb76db586,0
b99d6aa85b01171,0
e97982b4b438865,0
b4e8c6ad0512242,2
2cc4c1466f28da1,0
c386ec66d9788e3,1
924e896970ae04f,0
e77641b8a7dd73e,0
c53b5a112a7656a,2
e5a93ac73c5f356,0
2745d0d3f4ce27a,0
b9907b9d8f6bd07,0
8f0844dd06e425b,2
2c977eeb7d2491d,1
b67426ed1b70497,1
464b5fe8d6962f4,0
07d1e19a37da56d,0
898b6b3900dd200,0
633745cf4008183,0
fa9afaf5b8e49c2,1
fbae5866a87ac6b,2
ce37203456c76c7,0
89f41030cdcce42,1
30f6f88d68dc3f1,2
aea7eb374a8902a,0
bd87e7add947198,0
f05071c8c016130,2
dd343b4429a9b7b,2
b8b71a7f05225a8,2
